text,label
2020-2021: Bacalauréat technologique,Education
Janvier 2016- a ce jour,Experience
"1999-2002  Secrétaire, Commissariat de police, Bamako, Mali",Experience
Agent Montage PSA Sochaux / De juin 2021 a juillet 2021,Experience
Constitution des dossiers de réponse aux marchés publics,Experience
Formations aux métiers du commerce chez CARREFOUR :,Education
» Quotation,Experience
P Vente produit clefs en mains,Experience
ENSC Talence,Education
Conseil en circuits training,Experience
CACES 2,Skills
¢ Degorgement de bouteilles,Experience
© Sales: negotiated with new clients,Experience
"viscosimétre, tensiométre,",Skills
Du 01/10/1996 au 15/05/1997 chef cuisinier a la brasserie le MEYERHOF a KEHL/ALLEMAGNE,Experience
(passage de Datastream a SAP),Experience
e Spécialité moteur a combustion interne,Education
e Validation des dossiers de création de compte,Experience
Maison Louis Picamelot | Rully (2 semaines),Experience
ESTYA UNIVERSITY,Education
2018 - 2019 Etudiante en classe préparatoire aux grandes écoles d'ingénieurs,Education
© ESCCI Portes de Normandie,Education
d’anticipation,Skills
Langues : Allemand (notion),Skills
EN COURS ° Certificat Google UX Design,Education
2019 Baccalauréat Général,Education
Du 11 Avril 2016 au 29 juillet 2016 Stage commercialisation séjour / conseillére voyage ala,Experience
www.mes-copains-dabord.com,Experience
05/2020 - 07/2020,Experience
e Stockage,Experience
e Espagnol niveau A2,Skills
2002,Education
Mathématique /Informatique,Education
"Manager d’équipe logistique | 06/19 —- 08/21 SEGULA pour PSA GROUPE, (78)",Experience
2007 a 2011,Experience
-Relation clientéle,Experience
¢ Wireframing,Skills
2016: (10 semaines) stage tld europe Montlouis sur,Experience
Anglais : courant (technique et usuel) Allemand & Russe : notions,Skills
SZ B1,Skills
Lycée Pierre Mendes France -,Education
Langues,Skills
Assistante en communication / événementiel,Experience
immobiliers,Experience
"2001 DEMA PROPRE, société de désinsectisation",Experience
Apparence propre et professionnelle,Skills
"POLYTECH i management, gestion des risques",Education
"Septembre 2014- Février 2016 : Chef de projets événementiel, CWT Meetings & Events - Paris (75)",Experience
Master 2 Ressources Humaines et Organisation,Education
» 2016 GRAPHISTE,Experience
Création d’un concept store décoration “RUE DU MAIL”- Angers.,Experience
Gestion des stocks,Experience
"SERVEUSE EN BAR/ RESTAURANT, L'IMPREVUE (CHAUVIGNY)",Experience
e Assurer l’accueil des populations isolées ou fragilisées,Experience
"Reseaux Sociaux Google, Facebook, Snapchat, Instagram, LinkedIn",Skills
¢ Prélever les articles et les colis complet,Experience
"Restaurant Chez Moi , 57000 Metz",Education
Gestion des salles de réunion et de Visio conférence,Experience
"France, Bucharest and Tunis",Experience
(Bamako),Experience
e Modifier en totalité un site vitrine existant,Experience
Cluny (71)-Paris (75),Education
Gestion de stress [ee],Skills
- Lancement d'une campagne de prospection de 40 000 contacts,Experience
"SAV , traitement retour colis, remboursements, rotation et inventaire réserve colis,",Experience
Depuis le,Education
Artisanat et Métier d’Art,Education
Bi BEP,Education
"C/C++, VHDL, Java, Parallel Programming, OpenCL, OpenMP,",Skills
Participation active a la démarche qualité,Experience
Retriage de verre pour la Société Saint Gobain Emballage,Experience
IUT - Université MONTPELLIER II (34),Education
STAGE INGENIEUR - OCP SOLUTION MAINTENANCE,Experience
Illustrator +t++++,Skills
Pack Office,Skills
Connaissances en thérapie,Skills
* Prévention et gestion de l’application des gestes barriéres COVID 19,Experience
Responsable commerciale au sein d'une start up de Gin,Experience
Septembre 2004 : 2¢™e année de baccalauréat secrétariat,Education
Encaissement des ventes,Experience
¢MaiaOct 2010 Gestionnaire Sinistres Pacifica Assurances,Experience
dentaire: chiffre d'affaire de 100 000 € 4 400 000 € en 1 an.,Experience
2020 - 2021 : Bachelor's degree in Economics (French : Licence,Education
et de cadres.,Experience
¥ Gestion du matériels et fournitures de bureau,Experience
e Contrdle qualité,Skills
"2002-2004: Bac Pro Commerce mention Bien, Lycée Condorcet, Saint Quentin",Education
De Licence 2 Mathématiques et Informatique,Education
Directeur,Experience
comptable,Experience
Disponibilité,Skills
o Démarcher les Entreprises et les particuliers enfin de trouvé des contrats.,Experience
monobrosse et autres outils et produits industriels voués au secteur,Experience
"-Balayer les sols et voies publiques et dégager ou ramasser les détritus, déjections,",Experience
e LSF: notions,Skills
Contrat d’apprentissage,Education
Sept 2018 — Mai 2020,Education
Y Points forts identifiés par mon chef de rayon suites au bilan de compétences 2019/2020:,Skills
"la construction de l’usine. Recrutement, formation et management d’une équipe de 50 personnes. Mise en",Experience
"Appliquées), Option : Management Européen",Education
- Prise de rendez-vous candidats,Experience
o Elaboration des contrats de travail,Skills
e Diagnostiquer une panne sur une installation ou une mécanique.,Skills
© Platrier / Staffeur / Plaquiste,Experience
web programming and the principles of,Education
Frangais Portugaise,Skills
iW) co i - - APMIS MENTION,Education
populaire a l’université de Tlemcen. De septembre 2008 a juillet 2009 : responsable du module,Experience
"Gestion de toute la partie entrepot (Expéditions et Réceptions, Gestion du personnel entrepdt",Experience
comptables. Expertise comptable 70%. Présentation des comptes annuels. Conseil en droit,Experience
WORD / EXCEL / OUTLOOK / Internet et Intranet,Skills
Agences métropolitaines,Experience
"Manutention, montage et démontage d’événements organisés.",Experience
proposition,Skills
Opérateur impression numérique,Experience
© Allemand,Skills
2019 : Juin a Aoat (3 mois) E 5,Experience
"manutentionnaire, préparateur de commande, etc.",Experience
"Aoit 2003 - Juin 2006 GROUPE CASINO CAFETERIA, Directeur Adjoint d’un Centre de Profit - (33)",Experience
Licence Marketing et Commerce,Education
déc. 2019 Stage d’observation,Experience
"Service: préparateur de commandes, manutentionnaire, aide-livreur.",Experience
* Gestion de réclamation,Experience
e Réalisation des travaux de secrétariat.,Experience
- Responsable de la qualité du service client,Experience
e Restaurateur « La cave de Bourgogne » Sin Le noble (59),Experience
montage de dossiers) veille concurrentielle. 2005 | 2006,Experience
"¢ Gestion et optimisation des activités généralistes (Acier, F.I.) et spécialistes (Alu, Inox, Tuyauteur).",Experience
Pack office niveau intermédiaire,Skills
* Licence Professionnelle,Education
GROUPE SCOPELEC - FPS - TDF - FREE - Avril 2016 a janvier 2017 - Freelance -,Experience
"typologie clientéle, principes de la relation client. .",Skills
"e organiser divers événements : forums, visites, conférences",Experience
Italien Courant,Skills
01/2002 - 09/2011 : DIVERS EMPLOYEURS DE BTP ET TP,Experience
: mesure. Gestion des piéces détachées du parc calibre.,Experience
"2019-2020 : Licence 1 d’économie et de gestion, UE chinois, UE allemand et UE théatre en anglais",Education
- Réception et mise en place des livraisons,Experience
"Socle commun dans la gestion des entreprises (Comptabilité, Finance,",Education
e Licence et Master Cinéma,Education
"My Cyber Royaume Lille, France",Experience
"- Septembre 2018, Projet de communication pour |’élaboration d’une recommandation commerciale",Experience
2011 (1 semaine) ———After Effects (habillage vidéo) Les Gobelins (Paris 13°),Education
12/2007-12/2009 Formation Employé de Commerce / SCORADIS,Education
"- Gestion : création d’un outil de pilotage (Tableau de bord : Charges, Couts directs/indirects, CA,",Experience
"Nov,2015 - Sept,2019 AMETHYSTE Institut de beauté",Experience
Change de la personnne agée,Experience
. Vendeuse en Boulangerie,Experience
- Photographie studio,Skills
", , Polyvalence",Experience
Depuis Novembre 2021,Experience
"2021-2022 | Dipléme d'Anglais, via EF Bristol, EF",Education
— JUILLET 1987 — JUILLET 1988 — Service Militaire (Abidjan — Cote d'Ivoire),Experience
déplacement) d’équipe et individuel (en gestions,Experience
(JOB D'ETE JUILLET-AOUT 2022),Experience
BTS Assistant Chef de projet évenementiel,Education
"Opposition de cartes (BNP Paribas, Société Générale...)",Experience
HYPERMARCHE CARREFOUR (VITROLLES),Experience
 Prospection fonciére auprés des communautés de communes,Experience
Bureautique,Skills
Capacité d’adaptation,Skills
« Préparation et mise en place tuyau frein AG,Experience
French : native,Skills
Agente Polyvalente a'Activites Touristiques,Experience
"e Pack Office (Word, Excel,",Skills
e Etude de la masse salariale. Aotit 2021,Experience
BTS Action commerciale : 1994,Education
RECETTE AUBERVILLIERS NORD,Experience
NSA,Education
"ialin 20% Mes missions : Elaboration des reporting, des bilans",Experience
sciences Pharmaceutiques,Skills
"distributeurs. Importation et distribution des marques Simmer Sails (Asie), et Chinook (USA).",Experience
encadrement et animation,Skills
"Gestion de la relation client (grand comptes dédiés, interface directe avec le demandeur interne)",Experience
» Sens du service,Skills
contréler et rédiger les applications de consignes,Experience
LOME-TOGO Vendeur et Inventoriste : En tant que vendeur j’ai assuré a l’approvisionnement des,Experience
Maitrise du pack office,Skills
"PUBLICATIONS : TRACES, REVUE RuMeurS, LA RUMEUR Libre, 2016 ° Revue LA TeRRASSE, 2019",Skills
Supply Chain,Skills
vente.,Experience
Université de Versailles-St-Quentin-en-Yvelines - Licence LLCE Anglais lere année - 2012,Education
Vente et conseil clientéle en poste opticien,Experience
faire découvrir I’ile.,Experience
« Information et réponse au client,Skills
1996 : Bac STI option Electrotechnique,Education
"STUDENTS PROGRAM - FERMUN, GENEVE",Experience
"Lycée Polyvalent Romain Rolland, GOUSSAINVILLE (95)",Education
Etude de projets.,Education
"Crédit Agricole - (St Martin de Ré, Chatelaillon-Plage, France)",Experience
DE 2019 4a AUJOURD'HUI /Jennifer Monteiro /Architecte d’intérieur,Experience
1994 4 2003 : Gestionnaire de base de données transport au sein du Ministére de l'Equipement a Strasbourg,Experience
Modélisation sur Revit et,Skills
Transport et logistique,Skills
NodeJS/AngularJS,Skills
pression et en groupe,Skills
Visite et suivi des stagiaires en entreprise,Experience
Espagnol Niveau B1,Skills
AutoCard Initiation,Skills
Formation Langues Etrangéres Baccalauréat technologique STMG au,Education
2021 Conseillére de vente,Experience
FONDATEUR ET GESTIONNAIRE DIGIMARKETING.SOLUTION - AGENCE,Experience
En charge de la création et du suivi de l'ensemble Conception des packagings de la marque Tribord (sport,Experience
Navigateur Internet,Skills
Sketchup***,Skills
Volunteer at URCEAS,Experience
- Vente différent solution et logiciel B2B et B2C,Experience
Cheffe de projet web (Bachelor en alternance),Experience
PREPARATRICE EN PHARMACIE,Experience
e Excel,Skills
INTERIM CDD CDI e Responsable d’agence Cholet,Experience
e janvier 2015 - mars 2017 : aide- ménagére,Experience
"="" La gestion des rayons et des",Skills
BANQUE ( MARCHE ¢ Appels entrants - sortants,Experience
e Tri d'archive et classement,Skills
"(nettoyage des halls (( 3 batiments)) , reception des colis locataires,encaissement loyer a la loge",Experience
2001 STUDIO AVENTURES (Paris),Experience
et d’hygiéne e Méthodique,Skills
© Vente au comptoir,Experience
"(Réception de matiére premieére, fabrication et autoclaviste)",Experience
Bac Littéraire,Education
"2000 BAC STT (sciences techniques du tertiaire) au lycée AMPERE BOURSE a Lyon,",Education
"Master ; , BTS",Education
l’Acifop de Libourne.,Education
"Latin, Grec, classe européenne (histoire géographie en anglais)",Skills
Espagnol ¢ Intermédiaire,Skills
Réseaux sociaux,Skills
Oct 2008 : Optimiser son organisation et celle de |’équipe,Education
Sephora - Paris,Experience
des enfants mais aussi pour l’aide aux,Experience
1992-2000: Entreprise : chez Mme LAURENT Nicole. A,Experience
SOOO R La Care uaa ss sae,Experience
"Scanner, Dispatcher et contréleur qualité.",Experience
"¢ Savoir-étre : Autonome, Curieux, Sérieux, Adaptabilité, Appliqué",Skills
* recensement des besoins d'approvisionnement,Experience
aot 2020 - mai 2021 Principale réalisation : gestion de la communication de la,Experience
eecee Francais,Skills
"** Société ELIT, Brindas (couturier + cariste (entreprise fabricant des matelas isolants))",Experience
= Prise des rendez vous,Experience
Elaboration de kits d’hygiéne pour,Experience
 Maitrise de la suite office,Skills
"Orange, Grenoble",Experience
> DE ABREU a Valenciennes,Experience
des lignes de productions,Experience
production.,Education
Master graduation internship,Experience
Mention: Bien,Education
"- Coordinate and monitor defined project tasks, track the status and ensure",Experience
"2016 @ = CAP PETITE ENFANCE - CAP, BEP OU EQUIVALENT - PETITE ENFANCE",Education
e¢ Mise a jour du site internet du Groupe et,Experience
"Gestion de projet : Diagramme Pert et GANTT, Matrices des niveaux",Skills
- Gestions des mutuelles et caisses,Experience
